2018,1,"Aug 25, 2018",7:30 PM,Sat,Hawaii,43,@,Colorado State,34,"Sonny Lubrick Field at Canvas Stadium - Fort Collins, Colorado"
2018,1,"Aug 25, 2018",5:30 PM,Sat,Massachusetts,63,,Duquesne,15,"Warren McGuirk Alumni Stadium - Amherst, Massachusetts"
2018,1,"Aug 25, 2018",7:00 PM,Sat,Rice,31,,Prairie View A&M,28,"Rice Stadium - Houston, Texas"
2018,1,"Aug 25, 2018",10:00 PM,Sat,Wyoming,29,@,New Mexico State,7,"Aggie Memorial Stadium - Las Cruces, New Mexico"
2018,2,"Aug 30, 2018",8:00 PM,Thu,Alabama-Birmingham,52,,Savannah State,0,"Legion Field - Birmingham, Alabama"
2018,2,"Aug 30, 2018",7:00 PM,Thu,Ball State,42,,Central Connecticut State,6,"Scheumann Stadium - Muncie, Indiana"
2018,2,"Aug 30, 2018",10:00 PM,Thu,California-Davis,44,@,San Jose State,38,"CEFCU Stadium - San Jose, California"
2018,2,"Aug 30, 2018",7:00 PM,Thu,(21) Central Florida,56,@,Connecticut,17,"Pratt & Whitney Stadium at Rentschler Field - East Hartford, Connecticut"
2018,2,"Aug 30, 2018",7:00 PM,Thu,Georgia State,24,,Kennesaw State,20,"Georgia State Stadium - Atlanta, Georgia"
2018,2,"Aug 30, 2018",8:00 PM,Thu,Louisiana-Monroe,34,,Southeastern Louisiana,31,"Malone Stadium - Monroe, Louisiana"
2018,2,"Aug 30, 2018",7:00 PM,Thu,Minnesota,48,,New Mexico State,10,"TCF Bank Stadium - Minneapolis, Minnesota"
2018,2,"Aug 30, 2018",8:00 PM,Thu,Northwestern,31,@,Purdue,27,"Ross-Ade Stadium - West Lafayette, Indiana"
2018,2,"Aug 30, 2018",8:00 PM,Thu,Oklahoma State,58,,Missouri State,17,"Boone Pickens Stadium - Stillwater, Oklahoma"
2018,2,"Aug 30, 2018",8:30 PM,Thu,Texas A&M,59,,Northwestern State,7,"Kyle Field - College Station, Texas"
2018,2,"Aug 30, 2018",8:00 PM,Thu,Utah,41,,Weber State,10,"Rice-Eccles Stadium - Salt Lake City, Utah"
2018,2,"Aug 30, 2018",8:00 PM,Thu,Wake Forest,23,@,Tulane,17,"Yulman Stadium - New Orleans, Louisiana"
2018,2,"Aug 31, 2018",9:30 PM,Fri,Colorado,45,,Colorado State,13,"Broncos Stadium at Mile High - Denver, Colorado"
2018,2,"Aug 31, 2018",7:00 PM,Fri,Duke,34,,Army,14,"Wallace Wade Stadium - Durham, North Carolina"
2018,2,"Aug 31, 2018",6:30 PM,Fri,Eastern Michigan,51,,Monmouth,17,"Rynearson Stadium - Ypsilanti, Michigan"
2018,2,"Aug 31, 2018",7:00 PM,Fri,(11) Michigan State,38,,Utah State,31,"Spartan Stadium - East Lansing, Michigan"
2018,2,"Aug 31, 2018",9:00 PM,Fri,Nevada,72,,Portland State,19,"MacKay Stadium - Reno, Nevada"
2018,2,"Aug 31, 2018",9:00 PM,Fri,(13) Stanford,31,,San Diego State,10,"Stanford Stadium - Stanford, California"
2018,2,"Aug 31, 2018",6:00 PM,Fri,Syracuse,55,@,Western Michigan,42,"Waldo Stadium - Kalamazoo, Michigan"
2018,2,"Aug 31, 2018",9:00 PM,Fri,(4) Wisconsin,34,,Western Kentucky,3,"Camp Randall Stadium - Madison, Wisconsin"
2018,2,"Sep 1, 2018",2:00 PM,Sat,Air Force,38,,Stony Brook,0,"Falcon Stadium - Colorado Springs, Colorado"
2018,2,"Sep 1, 2018",8:00 PM,Sat,(1) Alabama,51,,Louisville,14,"Camping World Stadium - Orlando, Florida"
2018,2,"Sep 1, 2018",10:30 PM,Sat,Arizona State,49,,Texas-San Antonio,7,"Sun Devil Stadium - Tempe, Arizona"
2018,2,"Sep 1, 2018",4:00 PM,Sat,Arkansas,55,,Eastern Illinois,20,"Donald W. Reynolds Razorback Stadium - Fayetteville, Arkansas"
2018,2,"Sep 1, 2018",7:00 PM,Sat,Arkansas State,48,,Southeast Missouri State,21,"Centennial Bank Stadium - Jonesboro, Arkansas"
2018,2,"Sep 1, 2018",3:30 PM,Sat,(9) Auburn,21,,(6) Washington,16,"Mercedes-Benz Stadium - Atlanta, Georgia"
2018,2,"Sep 1, 2018",8:00 PM,Sat,Baylor,55,,Abilene Christian,27,"McLane Stadium - Waco, Texas"
2018,2,"Sep 1, 2018",6:00 PM,Sat,(22) Boise State,56,@,Troy,20,"Veterans Memorial Stadium - Troy, Alabama"
2018,2,"Sep 1, 2018",1:00 PM,Sat,Boston College,55,,Massachusetts,21,"Alumni Stadium - Chestnut Hill, Massachusetts"
2018,2,"Sep 1, 2018",10:45 PM,Sat,Brigham Young,28,@,Arizona,23,"Arizona Stadium - Tucson, Arizona"
2018,2,"Sep 1, 2018",6:00 PM,Sat,Buffalo,48,,Delaware State,10,"UB Stadium - Buffalo, New York"
2018,2,"Sep 1, 2018",4:00 PM,Sat,California,24,,North Carolina,17,"California Memorial Stadium - Berkeley, California"
2018,2,"Sep 1, 2018",6:00 PM,Sat,Charlotte,34,,Fordham,10,"Jerry Richardson Stadium - Charlotte, North Carolina"
2018,2,"Sep 1, 2018",7:00 PM,Sat,Cincinnati,26,@,UCLA,17,"Rose Bowl - Pasadena, California"
2018,2,"Sep 1, 2018",12:20 PM,Sat,(2) Clemson,48,,Furman,7,"Clemson Memorial Stadium - Clemson, South Carolina"
2018,2,"Sep 1, 2018",7:30 PM,Sat,Florida,53,,Charleston Southern,6,"Ben Hill Griffin Stadium - Gainesville, Florida"
2018,2,"Sep 1, 2018",10:00 PM,Sat,Fresno State,79,,Idaho,13,"Bulldog Stadium - Fresno, California"
2018,2,"Sep 1, 2018",3:30 PM,Sat,(3) Georgia,45,,Austin Peay,0,"Sanford Stadium - Athens, Georgia"
2018,2,"Sep 1, 2018",6:00 PM,Sat,Georgia Southern,37,,South Carolina State,6,"Allen E. Paulson Stadium - Statesboro, Georgia"
